Statement,Verdict
"Under H.R. 1, the Federal Election Commission “for the first time ever, instead of being an equal number of Republicans and Democrats (would be) three of one side and two of the other.""",barely-true
Says a lack of transparency for small-dollar donations is the “same thing” as dark money,barely-true
Says the American Civil Liberties Union opposes H.R. 1 on grounds that “it threatens our freedom of speech.”,half-true
On accepting corporate PAC donations,full-flop
Says Joe Biden canceled the Keystone pipeline because Warren Buffett “donated $58 million” to his campaign.,FALSE
"“Millions of Hubbell and Bloomberg dollars wasn’t enough to overcome the Iowa House Republican avalanche of success.""",half-true
"Says David Perdue “hasn't held a single public town hall meeting in six years” and “sells four meetings a year and a retreat on a private island for a $7,500 corporate PAC check.”",mostly-true
"Says Ann Wagner’s campaign ""has taken millions of dollars from special interests, more than almost anyone else in Congress.”",half-true
Abigail Spanberger and other Democrats “voted to spend public funds on their political campaigns; up to $5 million...”,half-true
"Says Nicole Galloway's campaign “is being bankrolled by the same extremists who want to defund our police.""",FALSE
Says Joe Cunningham voted for $5 million in taxpayer funds to go into his and other politicians’ campaigns to pay for personal expenses and TV ads.,half-true
Says Susan Collins “pushed for policies that benefited her husband’s lobbying business.”,barely-true
"Kelly Loeffler has a ""long history of donating to abortion-on-demand Democrats.""",barely-true
"“When I ran for Congress, I promised to refuse money from corporate PACs. I’ve kept that promise.”",mostly-true
Says Sara Gideon’s husband’s law firm “took up to $2 million” from the same federal program she “falsely” attacked Susan Collins over.,half-true
"Says Susan Collins ""voted against accountability for opioid makers” and denied taking campaign money from a family who made its wealth selling OxyContin.",barely-true
Lists eight wealthy politicians and public figures who “got millions (or close to it) in PPP loans.”,half-true
"Lawyer-couple who pointed guns at protesters are Black Lives Matter backers, Democrats and represent a police brutality victim.",half-true
"“All money donated to Black Lives Matter goes directly to Act Blue, a Democrat Super PAC that then feeds the money to Democrat candidates.”",FALSE
"“The CEO of the company that owns Wendy’s, Taco Bell, and Pizza Hut donated $400,000 towards Trump’s re-election campaign.”",barely-true
“I’ve taken a pledge not to take one dime of corporate PAC donations.”,mostly-true
"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.",FALSE
"Bernie Sanders has “never taken corporate lobbyist money in his *entire political career.*""",FALSE
“Bloomberg spent $500 million on ads. The U.S. population is 327 million. He could have given each American $1 million and still have money left over.”,pants-fire
"“You’ve raised a lot more money than I have, Bernie.”",TRUE
“Pete Buttigieg is a favorite candidate of Wall Street and the health care industry.”,half-true
“Everyone on this stage except Amy (Klobuchar) and me is either a billionaire or is receiving help from PACs that can do unlimited spending.”,mostly-true
Says she hasn’t taken corporate PAC money “since 2016.”,FALSE
"""Right now 5% of Americans donate to candidates."" ",mostly-true
"Says the Clinton Foundation ""gave ONLY $5 million to charities, spent $85 million for their salaries & travels and KEPT the rest = $87 million"" in 2014.",FALSE
“Two out of our last three governors in Virginia were investigated by the FBI. One went to jail and one is running for office again in this election.”,half-true
"""The Biden family is so heavily invested in oil and energy in other countries.""",barely-true
“Biden invested the entire family fortune in Ukraine gas and oil. Then shuts down Keystone pipeline. Starting to get the picture.”,FALSE
Says a video shows Joe Biden boasted in 2006 “about voting for ‘700 miles of fence’” and “talking about immigration in some entirely different ways than he does today.”,half-true
"Says activists threatened his family and “screamed threats, vandalized, and tried to pound open our door.”",barely-true
"Says Kelly Loeffler “welcomed the support of a QAnon conspiracy theorist, and she sat down with a white supremacist for an interview.”",half-true
"Says Raphael Warnock defended the “hatred” of Jeremiah Wright, the pastor who said “not God bless America, God damn America,” and gave Wright “an award for truth telling.”",barely-true
Says Jon Ossoff is “a socialist.” ,pants-fire
"Says Raphael Warnock ""ran over his wife"" and was ""arrested for obstructing an investigation into child abuse.""",barely-true
Says Raphael Warnock “celebrated Fidel Castro and welcomed him to his church.”,barely-true
" ""I’ve released 22 years of my tax returns. You can go online and look. (Donald Trump) hasn’t released one.”",TRUE
"Says she is ranked ""one of the most bipartisan senators in the Senate in the last 25 years.""",mostly-true
"Says Joe Biden said, “I lived in Section 8 housing as a little boy.”",FALSE
"Says Tommy Tuberville ""quit on his players"" all four times that he was a college football coach.",half-true
Says Joe Biden stays in his basement.,FALSE
"""Cori Bush is a career criminal and a con artist.”",FALSE
"Quotes Donald Trump as saying, “I’ll tell you the funniest thing. I’ll go backstage before a Miss Teen USA show, and everyone’s getting dressed and ready and everything and no men are anywhere. … You know, I’m inspecting. The girls (14-16) are standing there with no clothes on.”",FALSE
"Says Kentucky Attorney General Daniel Cameron “married his mentor Mitch McConnell's granddaughter.""",FALSE
"When President Donald Trump walked across Lafayette Square to a church, he held the Bible upside down.",pants-fire
"“$400,000 ... is more money than I’ve ever made” in a year.",barely-true
Says “Kamala Harris is not able to be VP. Because she's a felon. She lied on her application to buy a gun here in CA.”,pants-fire
"""I never called John (McCain) a loser.""",pants-fire
"Says Sen. Gary Peters, D-Mich., is ""known for doing nothing. … (Peters) skipped 84% of small business hearings (and) skipped 89% of hearings on China.""",barely-true
A photo shows Kamala Harris is “listed as Caucasian on her birth certificate.”,FALSE
“Kamala Harris refused to be sworn in using the Bible.”,FALSE
“Kamala Harris is the prosecutor who refused to charge the police in the murder of Oscar Grant!”,FALSE
“DEVELOPING: Kamala’s sister takes hydroxychloroquine.”,half-true
Photo shows “Kamala Harris’s parents.”,pants-fire
